# BUSCO version is: 5.3.2 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
294at3041	Complete	KAI3435778.1	929.0	528	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Complete	KAI3424876.1	871.1	557	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Complete	KAI3425164.1	1127.5	727	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Complete	KAI3438527.1	1099.8	880	https://www.orthodb.org/v10?query=322at3041	Ribosome biogenesis protein BMS1
324at3041	Complete	KAI3435700.1	1169.6	636	https://www.orthodb.org/v10?query=324at3041	ATP-dependent helicase, C-terminal
336at3041	Complete	KAI3429314.1	1144.4	605	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Complete	KAI3431771.1	1186.7	577	https://www.orthodb.org/v10?query=345at3041	Membrane AAA-metalloprotease
346at3041	Complete	KAI3433641.1	1046.2	1158	https://www.orthodb.org/v10?query=346at3041	SMCs flexible hinge
363at3041	Complete	KAI3433717.1	1225.7	701	https://www.orthodb.org/v10?query=363at3041	Leucyl-tRNA synthetase
366at3041	Complete	KAI3437969.1	580.3	407	https://www.orthodb.org/v10?query=366at3041	predicted protein
381at3041	Complete	KAI3438458.1	940.3	564	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Complete	KAI3430573.1	1146.5	628	https://www.orthodb.org/v10?query=388at3041	dynamin-related GTPase
391at3041	Complete	KAI3438255.1	999.9	630	https://www.orthodb.org/v10?query=391at3041	transcription-coupled DNA repair protein
406at3041	Complete	KAI3438184.1	1013.2	561	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	KAI3438056.1	953.8	492	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Complete	KAI3437967.1	600.8	427	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
416at3041	Complete	KAI3433791.1	744.3	389	https://www.orthodb.org/v10?query=416at3041	AMP deaminase
417at3041	Complete	KAI3424477.1	900.5	698	https://www.orthodb.org/v10?query=417at3041	transportin
424at3041	Complete	KAI3432425.1	1133.1	927	https://www.orthodb.org/v10?query=424at3041	DNA polymerase
425at3041	Complete	KAI3428077.1	963.1	708	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Complete	KAI3426108.1	937.7	555	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Complete	KAI3430447.1	931.1	560	https://www.orthodb.org/v10?query=433at3041	DNA ligase
439at3041	Complete	KAI3432584.1	1182.4	1086	https://www.orthodb.org/v10?query=439at3041	SMCs flexible hinge
440at3041	Complete	KAI3432759.1	1206.8	901	https://www.orthodb.org/v10?query=440at3041	Importin beta
443at3041	Complete	KAI3436055.1	611.5	598	https://www.orthodb.org/v10?query=443at3041	set domain protein
477at3041	Complete	KAI3434686.1	837.6	494	https://www.orthodb.org/v10?query=477at3041	predicted protein
495at3041	Complete	KAI3436782.1	1128.3	730	https://www.orthodb.org/v10?query=495at3041	Pre-mRNA-processing factor 6
505at3041	Complete	KAI3424459.1	1037.9	537	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Duplicated	KAI3438905.1	835.4	450	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
510at3041	Duplicated	KAI3438906.1	831.0	450	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
522at3041	Complete	KAI3434561.1	868.9	660	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
524at3041	Complete	KAI3426451.1	702.2	506	https://www.orthodb.org/v10?query=524at3041	Sec1-like protein
534at3041	Complete	KAI3435925.1	863.2	481	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
550at3041	Complete	KAI3427431.1	867.4	486	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	KAI3429835.1	1014.7	528	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Complete	KAI3426179.1	1171.1	771	https://www.orthodb.org/v10?query=570at3041	26S proteasome non-ATPase regulatory subunit 1 homolog
581at3041	Complete	KAI3433540.1	839.9	424	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Complete	KAI3438113.1	1048.0	733	https://www.orthodb.org/v10?query=587at3041	cellular apoptosis susceptibility protein
593at3041	Complete	KAI3428774.1	578.6	380	https://www.orthodb.org/v10?query=593at3041	predicted protein
594at3041	Duplicated	KAI3433797.1	974.5	556	https://www.orthodb.org/v10?query=594at3041	Peptidase S8/S53 domain
594at3041	Duplicated	KAI3433796.1	974.4	556	https://www.orthodb.org/v10?query=594at3041	Peptidase S8/S53 domain
599at3041	Complete	KAI3435862.1	712.2	431	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
617at3041	Complete	KAI3424144.1	757.1	495	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
619at3041	Complete	KAI3434467.1	649.1	486	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Complete	KAI3432619.1	562.6	452	https://www.orthodb.org/v10?query=629at3041	chloroplast envelope protein translocase family
633at3041	Complete	KAI3433299.1	717.9	444	https://www.orthodb.org/v10?query=633at3041	AP-1 complex subunit gamma
635at3041	Complete	KAI3430598.1	809.5	638	https://www.orthodb.org/v10?query=635at3041	DNA-directed RNA polymerase
639at3041	Complete	KAI3438087.1	864.6	526	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Complete	KAI3434527.1	208.2	150	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Complete	KAI3429552.1	752.1	597	https://www.orthodb.org/v10?query=652at3041	ATP-dependent RNA helicase DDX1
676at3041	Complete	KAI3435579.1	1073.2	796	https://www.orthodb.org/v10?query=676at3041	FACT complex subunit SPT16
681at3041	Fragmented	KAI3432668.1	453.3	245	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
697at3041	Complete	KAI3436434.1	924.9	677	https://www.orthodb.org/v10?query=697at3041	Beta-galactosidase
714at3041	Complete	KAI3426037.1	1118.1	893	https://www.orthodb.org/v10?query=714at3041	predicted protein
721at3041	Complete	KAI3431381.1	840.1	387	https://www.orthodb.org/v10?query=721at3041	NADH dehydrogenase 
727at3041	Complete	KAI3430619.1	1049.4	791	https://www.orthodb.org/v10?query=727at3041	P-loop containing nucleoside triphosphate hydrolase protein
731at3041	Complete	KAI3436835.1	912.8	557	https://www.orthodb.org/v10?query=731at3041	Glycyl-tRNA synthetase
733at3041	Complete	KAI3435857.1	727.6	397	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
743at3041	Complete	KAI3428832.1	829.5	546	https://www.orthodb.org/v10?query=743at3041	subunit of mRNA cleavage and polyadenylation specificity factor
761at3041	Complete	KAI3424703.1	690.8	445	https://www.orthodb.org/v10?query=761at3041	arginyl-tRNA synthetase
763at3041	Complete	KAI3432440.1	935.5	593	https://www.orthodb.org/v10?query=763at3041	3-hydroxyacyl-CoA dehydrogenase
766at3041	Complete	KAI3425840.1	676.9	476	https://www.orthodb.org/v10?query=766at3041	Kinesin-like protein
767at3041	Complete	KAI3434674.1	941.5	802	https://www.orthodb.org/v10?query=767at3041	Importin 7
768at3041	Complete	KAI3429721.1	787.2	456	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
769at3041	Complete	KAI3430396.1	845.7	510	https://www.orthodb.org/v10?query=769at3041	long-chain acyl-CoA synthetase 7
776at3041	Complete	KAI3423850.1	1064.2	1068	https://www.orthodb.org/v10?query=776at3041	Structural maintenance of chromosomes protein
779at3041	Complete	KAI3432213.1	899.0	477	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
781at3041	Duplicated	KAI3423845.1	868.3	485	https://www.orthodb.org/v10?query=781at3041	Nitrite/Sulfite reductase ferredoxin-like domain
781at3041	Duplicated	KAI3423846.1	868.3	485	https://www.orthodb.org/v10?query=781at3041	Nitrite/Sulfite reductase ferredoxin-like domain
782at3041	Complete	KAI3432607.1	624.3	423	https://www.orthodb.org/v10?query=782at3041	Putative inactive serine/threonine-protein kinase scy1
784at3041	Complete	KAI3433723.1	720.2	357	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
796at3041	Complete	KAI3437556.1	1095.5	1187	https://www.orthodb.org/v10?query=796at3041	S1 domain
799at3041	Complete	KAI3436080.1	665.6	611	https://www.orthodb.org/v10?query=799at3041	component of oligomeric golgi complex 5
803at3041	Complete	KAI3426253.1	676.4	399	https://www.orthodb.org/v10?query=803at3041	Phenylalanyl-tRNA synthetase alphachain
810at3041	Complete	KAI3434915.1	678.7	404	https://www.orthodb.org/v10?query=810at3041	Cytochrome P450
812at3041	Duplicated	KAI3428455.1	801.7	411	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
812at3041	Duplicated	KAI3428456.1	800.0	411	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
815at3041	Complete	KAI3438596.1	843.1	616	https://www.orthodb.org/v10?query=815at3041	pantothenate kinase
818at3041	Complete	KAI3431813.1	649.7	399	https://www.orthodb.org/v10?query=818at3041	Coatomer subunit delta
820at3041	Complete	KAI3431573.1	786.7	491	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
830at3041	Complete	KAI3438030.1	654.8	349	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
832at3041	Complete	KAI3438085.1	787.2	398	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
863at3041	Complete	KAI3439092.1	715.8	767	https://www.orthodb.org/v10?query=863at3041	chloroplast envelope anion channel-forming Tic110 family
872at3041	Complete	KAI3427025.1	817.1	461	https://www.orthodb.org/v10?query=872at3041	GroEL-like apical domain superfamily
878at3041	Complete	KAI3426251.1	838.8	456	https://www.orthodb.org/v10?query=878at3041	GMP synthase 
879at3041	Complete	KAI3423824.1	782.7	438	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	KAI3435657.1	624.4	475	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Complete	KAI3431387.1	827.1	518	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
890at3041	Complete	KAI3433888.1	540.5	407	https://www.orthodb.org/v10?query=890at3041	RBR-type E3 ubiquitin transferase
891at3041	Complete	KAI3431332.1	681.7	368	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	KAI3429593.1	750.6	418	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Complete	KAI3426099.1	889.8	481	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	KAI3429866.1	865.4	479	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	KAI3438260.1	670.4	364	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Complete	KAI3425846.1	448.7	426	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Complete	KAI3430441.1	799.4	406	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
926at3041	Complete	KAI3430812.1	771.3	660	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	KAI3431856.1	921.7	547	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Complete	KAI3438894.1	892.4	564	https://www.orthodb.org/v10?query=930at3041	predicted protein
943at3041	Complete	KAI3431868.1	712.7	496	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
948at3041	Complete	KAI3436888.1	728.8	438	https://www.orthodb.org/v10?query=948at3041	tRNA-splicing ligase RtcB homolog
957at3041	Complete	KAI3433306.1	778.9	449	https://www.orthodb.org/v10?query=957at3041	Imidazole glycerol phosphate synthase hisHF
963at3041	Complete	KAI3436112.1	488.2	377	https://www.orthodb.org/v10?query=963at3041	ATPase, V1 complex, subunit H, C-terminal
965at3041	Complete	KAI3438271.1	823.8	603	https://www.orthodb.org/v10?query=965at3041	Heat shock protein 70
969at3041	Complete	KAI3428249.1	766.6	460	https://www.orthodb.org/v10?query=969at3041	GroEL-like apical domain superfamily
988at3041	Complete	KAI3424349.1	529.5	393	https://www.orthodb.org/v10?query=988at3041	Spliceosome component, nuclear pre-mRNA splicing factor
992at3041	Complete	KAI3427971.1	765.5	354	https://www.orthodb.org/v10?query=992at3041	ATPase, AAA-type, conserved site
1005at3041	Complete	KAI3425944.1	642.0	523	https://www.orthodb.org/v10?query=1005at3041	Cysteinyl-tRNA synthetase
1027at3041	Complete	KAI3435838.1	853.4	569	https://www.orthodb.org/v10?query=1027at3041	Phosphatidylinositol 3-kinase
1029at3041	Complete	KAI3425731.1	675.3	354	https://www.orthodb.org/v10?query=1029at3041	Argininosuccinate synthase
1032at3041	Complete	KAI3429454.1	619.2	511	https://www.orthodb.org/v10?query=1032at3041	Pre-mRNA-splicing factor CDC5/CEF1
1047at3041	Complete	KAI3430400.1	547.9	325	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1056at3041	Complete	KAI3438724.1	736.3	427	https://www.orthodb.org/v10?query=1056at3041	6-phosphogluconate dehydrogenase, decarboxylating
1057at3041	Complete	KAI3433830.1	711.2	415	https://www.orthodb.org/v10?query=1057at3041	Amidophosphoribosyltransferase
1071at3041	Complete	KAI3434577.1	760.2	388	https://www.orthodb.org/v10?query=1071at3041	glutamate-1-semialdehyde 2,1-aminomutase
1072at3041	Complete	KAI3430214.1	587.4	375	https://www.orthodb.org/v10?query=1072at3041	Eukaryotic translation initiation factor 3 subunit E
1080at3041	Complete	KAI3428267.1	852.4	453	https://www.orthodb.org/v10?query=1080at3041	membrane AAA-metalloprotease
1084at3041	Complete	KAI3423421.1	552.1	286	https://www.orthodb.org/v10?query=1084at3041	Glycogen synthase kinase 3
1089at3041	Complete	KAI3438090.1	608.9	371	https://www.orthodb.org/v10?query=1089at3041	Non-discriminatory gln-glu-trna synthetase
1090at3041	Complete	KAI3435494.1	587.2	360	https://www.orthodb.org/v10?query=1090at3041	COP9 signalosome complex subunit 2
1093at3041	Complete	KAI3438531.1	556.3	390	https://www.orthodb.org/v10?query=1093at3041	Cleft lip and palate transmembrane protein 1
1094at3041	Complete	KAI3428305.1	704.1	592	https://www.orthodb.org/v10?query=1094at3041	Protein ROOT HAIR DEFECTIVE 3 homolog
1103at3041	Complete	KAI3425881.1	787.5	396	https://www.orthodb.org/v10?query=1103at3041	ATPase, AAA-type, conserved site
1108at3041	Complete	KAI3429374.1	678.9	330	https://www.orthodb.org/v10?query=1108at3041	Eukaryotic initiation factor
1116at3041	Complete	KAI3426461.1	599.1	478	https://www.orthodb.org/v10?query=1116at3041	p-loop containing nucleoside triphosphate hydrolase
1128at3041	Complete	KAI3432683.1	637.9	428	https://www.orthodb.org/v10?query=1128at3041	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
1133at3041	Complete	KAI3433400.1	884.4	711	https://www.orthodb.org/v10?query=1133at3041	WD40-repeat-containing domain
1139at3041	Complete	KAI3438420.1	828.4	527	https://www.orthodb.org/v10?query=1139at3041	RNA helicase
1142at3041	Complete	KAI3424991.1	552.7	324	https://www.orthodb.org/v10?query=1142at3041	Pyridoxal phosphate-dependent transferase
1143at3041	Complete	KAI3438185.1	780.4	419	https://www.orthodb.org/v10?query=1143at3041	Prolyl-tRNA synthetase
1148at3041	Duplicated	KAI3424785.1	732.1	344	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1148at3041	Duplicated	KAI3424784.1	732.1	344	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Complete	KAI3434662.1	741.6	423	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1170at3041	Complete	KAI3429359.1	668.2	380	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Complete	KAI3438235.1	683.3	375	https://www.orthodb.org/v10?query=1176at3041	Nuclear/nucleolar GTPase 2
1183at3041	Complete	KAI3435666.1	783.1	511	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	KAI3428001.1	528.8	510	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	KAI3426441.1	810.3	395	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	KAI3433576.1	545.3	486	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	KAI3432870.1	847.6	541	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Complete	KAI3438640.1	722.9	355	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	KAI3438768.1	605.1	453	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	KAI3435750.1	639.0	420	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Complete	KAI3435932.1	1003.9	698	https://www.orthodb.org/v10?query=1235at3041	WD40-repeat-containing domain
1240at3041	Complete	KAI3432474.1	793.1	667	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	KAI3434514.1	636.5	316	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	KAI3430366.1	1022.9	644	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	KAI3435980.1	715.7	403	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Complete	KAI3426965.1	553.5	351	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	KAI3431450.1	867.2	566	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	KAI3432568.1	791.2	618	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Complete	KAI3430615.1	1018.0	813	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Complete	KAI3428319.1	612.7	363	https://www.orthodb.org/v10?query=1271at3041	GTP binding protein
1278at3041	Complete	KAI3423888.1	576.9	341	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Complete	KAI3425740.1	708.0	488	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1282at3041	Complete	KAI3430832.1	609.9	311	https://www.orthodb.org/v10?query=1282at3041	Mitogen-activated protein kinase
1301at3041	Complete	KAI3429738.1	729.0	492	https://www.orthodb.org/v10?query=1301at3041	pre-mRNA-splicing ATP-dependent RNA helicase
1303at3041	Complete	KAI3434788.1	635.5	405	https://www.orthodb.org/v10?query=1303at3041	4-alpha-glucanotransferase
1304at3041	Complete	KAI3425845.1	707.3	484	https://www.orthodb.org/v10?query=1304at3041	Aspartyl-tRNA synthetase
1305at3041	Complete	KAI3423947.1	676.1	518	https://www.orthodb.org/v10?query=1305at3041	component of oligomeric golgi complex 6
1316at3041	Complete	KAI3435879.1	439.7	347	https://www.orthodb.org/v10?query=1316at3041	Component of oligomeric golgi complex 8
1320at3041	Complete	KAI3430867.1	598.7	364	https://www.orthodb.org/v10?query=1320at3041	Glutamate--cysteine ligase
1327at3041	Complete	KAI3426985.1	633.9	426	https://www.orthodb.org/v10?query=1327at3041	protein of endonuclease / exonuclease / phosphatase family
1341at3041	Complete	KAI3426910.1	515.8	346	https://www.orthodb.org/v10?query=1341at3041	Signal recognition particle receptor subunit alpha
1343at3041	Complete	KAI3427321.1	516.2	362	https://www.orthodb.org/v10?query=1343at3041	Protein kinase
1348at3041	Complete	KAI3432886.1	746.7	401	https://www.orthodb.org/v10?query=1348at3041	Argininosuccinate lyase
1350at3041	Complete	KAI3436640.1	933.2	653	https://www.orthodb.org/v10?query=1350at3041	Methylthioribose-1-phosphate isomerase
1364at3041	Complete	KAI3426284.1	568.0	361	https://www.orthodb.org/v10?query=1364at3041	Tyrosine--tRNA ligase
1366at3041	Complete	KAI3436794.1	335.4	366	https://www.orthodb.org/v10?query=1366at3041	Cell division cycle protein 45
1379at3041	Complete	KAI3428690.1	631.4	361	https://www.orthodb.org/v10?query=1379at3041	ATPase, AAA-type, conserved site
1385at3041	Complete	KAI3426089.1	553.7	425	https://www.orthodb.org/v10?query=1385at3041	Pre-mRNA-processing factor SLU7
1391at3041	Complete	KAI3428440.1	780.5	511	https://www.orthodb.org/v10?query=1391at3041	Creatinase, N-terminal
1410at3041	Complete	KAI3429606.1	609.4	481	https://www.orthodb.org/v10?query=1410at3041	Chloroplast outer envelope protein
1418at3041	Complete	KAI3426393.1	689.4	464	https://www.orthodb.org/v10?query=1418at3041	UDP-N-acetylglucosamine-pyrophosphorylase
1422at3041	Complete	KAI3436690.1	677.9	444	https://www.orthodb.org/v10?query=1422at3041	Quinolinate synthetase A
1428at3041	Complete	KAI3426077.1	531.3	357	https://www.orthodb.org/v10?query=1428at3041	Cytochrome P450
1434at3041	Complete	KAI3434574.1	452.8	342	https://www.orthodb.org/v10?query=1434at3041	NAD(P)-binding domain
1445at3041	Complete	KAI3434761.1	901.2	930	https://www.orthodb.org/v10?query=1445at3041	Condensin complex subunit 1
1459at3041	Complete	KAI3437864.1	619.2	403	https://www.orthodb.org/v10?query=1459at3041	Lysine--tRNA ligase
1462at3041	Complete	KAI3425060.1	831.4	525	https://www.orthodb.org/v10?query=1462at3041	DEAH-box nuclear pre-mRNA splicing factor
1475at3041	Complete	KAI3434481.1	382.9	363	https://www.orthodb.org/v10?query=1475at3041	WD40-repeat-containing domain
1476at3041	Complete	KAI3437621.1	700.1	378	https://www.orthodb.org/v10?query=1476at3041	Nop domain
1477at3041	Complete	KAI3439125.1	537.1	320	https://www.orthodb.org/v10?query=1477at3041	predicted protein
1479at3041	Complete	KAI3434487.1	402.7	260	https://www.orthodb.org/v10?query=1479at3041	Kinesin-like protein
