# BUSCO version is: 5.3.2 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1143at3041	Complete	PRW57492.1	787.4	419	https://www.orthodb.org/v10?query=1143at3041	Prolyl-tRNA synthetase
1148at3041	Duplicated	PRW45619.1	739.8	344	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1148at3041	Duplicated	PRW45618.1	733.5	344	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Duplicated	PRW57585.1	758.2	451	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1149at3041	Duplicated	PRW57586.1	755.9	449	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1170at3041	Complete	PRW60371.1	651.3	380	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Complete	PRW57278.1	697.5	376	https://www.orthodb.org/v10?query=1176at3041	Nuclear/nucleolar GTPase 2
1183at3041	Complete	PRW60005.1	798.6	522	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	PRW56706.1	538.5	516	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	PRW45089.1	817.8	402	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	PRW58479.1	580.9	476	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	PRW61315.1	862.6	534	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Complete	PRW59022.1	726.1	355	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	PRW59011.1	625.1	451	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	PRW59520.1	649.3	463	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Complete	PRW59665.1	1020.2	708	https://www.orthodb.org/v10?query=1235at3041	WD40-repeat-containing domain
1240at3041	Complete	PRW61008.1	871.8	637	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	PRW20765.1	640.5	316	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	PRW20454.1	1040.6	659	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	PRW59767.1	732.1	398	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Complete	PRW50849.1	558.3	351	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	PRW39159.1	907.9	564	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	PRW61571.1	829.5	722	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Complete	PRW33023.1	1055.7	888	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Complete	PRW56451.1	610.6	364	https://www.orthodb.org/v10?query=1271at3041	GTP binding protein
1278at3041	Complete	PRW32585.1	575.1	341	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Duplicated	PRW57574.1	714.5	481	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1280at3041	Duplicated	PRW57575.1	702.2	491	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1282at3041	Complete	PRW21022.1	611.8	311	https://www.orthodb.org/v10?query=1282at3041	Mitogen-activated protein kinase
1301at3041	Complete	PRW60344.1	743.4	509	https://www.orthodb.org/v10?query=1301at3041	pre-mRNA-splicing ATP-dependent RNA helicase
1303at3041	Complete	PRW57799.1	662.9	407	https://www.orthodb.org/v10?query=1303at3041	4-alpha-glucanotransferase
1304at3041	Complete	PRW57769.1	724.7	502	https://www.orthodb.org/v10?query=1304at3041	Aspartyl-tRNA synthetase
