# BUSCO version is: 5.3.2 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
294at3041	Complete	XP_005846499.1	928.0	527	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Complete	XP_005845102.1	733.7	483	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Complete	XP_005845802.1	1075.5	713	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Complete	XP_005849780.1	542.5	506	https://www.orthodb.org/v10?query=322at3041	Ribosome biogenesis protein BMS1
324at3041	Missing
336at3041	Complete	XP_005851692.1	1041.1	551	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Missing
346at3041	Missing
363at3041	Complete	XP_005851157.1	1252.9	702	https://www.orthodb.org/v10?query=363at3041	Leucyl-tRNA synthetase
366at3041	Complete	XP_005847199.1	557.1	376	https://www.orthodb.org/v10?query=366at3041	predicted protein
381at3041	Complete	XP_005849750.1	415.8	182	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Complete	XP_005843992.1	1132.5	628	https://www.orthodb.org/v10?query=388at3041	dynamin-related GTPase
391at3041	Complete	XP_005847048.1	509.7	352	https://www.orthodb.org/v10?query=391at3041	transcription-coupled DNA repair protein
406at3041	Complete	XP_005847082.1	1022.2	572	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	XP_005846959.1	776.2	447	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Complete	XP_005847201.1	627.4	423	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
416at3041	Complete	XP_005851118.1	664.4	389	https://www.orthodb.org/v10?query=416at3041	AMP deaminase
417at3041	Complete	XP_005843159.1	836.4	705	https://www.orthodb.org/v10?query=417at3041	transportin
424at3041	Complete	XP_005844384.1	770.4	704	https://www.orthodb.org/v10?query=424at3041	DNA polymerase
425at3041	Complete	XP_005850052.1	974.3	707	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Complete	XP_005848392.1	791.5	519	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Complete	XP_005843412.1	912.9	559	https://www.orthodb.org/v10?query=433at3041	DNA ligase
439at3041	Complete	XP_005843626.1	1112.3	908	https://www.orthodb.org/v10?query=439at3041	SMCs flexible hinge
440at3041	Complete	XP_005843518.1	800.0	574	https://www.orthodb.org/v10?query=440at3041	Importin beta
443at3041	Complete	XP_005845503.1	301.4	152	https://www.orthodb.org/v10?query=443at3041	set domain protein
477at3041	Complete	XP_005849193.1	572.0	374	https://www.orthodb.org/v10?query=477at3041	predicted protein
495at3041	Complete	XP_005850880.1	1133.2	768	https://www.orthodb.org/v10?query=495at3041	Pre-mRNA-processing factor 6
505at3041	Complete	XP_005843115.1	1046.6	537	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Complete	XP_005849695.1	838.2	450	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
522at3041	Complete	XP_005843944.1	881.0	683	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
524at3041	Complete	XP_005848362.1	712.2	507	https://www.orthodb.org/v10?query=524at3041	Sec1-like protein
534at3041	Complete	XP_005846426.1	638.4	369	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
550at3041	Complete	XP_005843198.1	884.5	490	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	XP_005852260.1	433.7	225	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Complete	XP_005848231.1	1188.1	770	https://www.orthodb.org/v10?query=570at3041	26S proteasome non-ATPase regulatory subunit 1 homolog
581at3041	Complete	XP_005851530.1	845.7	424	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Complete	XP_005846928.1	906.1	628	https://www.orthodb.org/v10?query=587at3041	cellular apoptosis susceptibility protein
593at3041	Complete	XP_005847220.1	601.5	386	https://www.orthodb.org/v10?query=593at3041	predicted protein
594at3041	Complete	XP_005851115.1	978.1	557	https://www.orthodb.org/v10?query=594at3041	Peptidase S8/S53 domain
599at3041	Complete	XP_005846457.1	602.1	367	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
617at3041	Fragmented	XP_005845654.1	362.5	260	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
619at3041	Complete	XP_005843961.1	660.1	486	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Complete	XP_005843553.1	562.5	452	https://www.orthodb.org/v10?query=629at3041	chloroplast envelope protein translocase family
633at3041	Complete	XP_005851641.1	699.5	407	https://www.orthodb.org/v10?query=633at3041	AP-1 complex subunit gamma
635at3041	Complete	XP_005844003.1	781.3	479	https://www.orthodb.org/v10?query=635at3041	DNA-directed RNA polymerase
639at3041	Fragmented	XP_005847132.1	94.9	69	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Complete	XP_005843936.1	830.5	616	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Complete	XP_005851810.1	874.0	585	https://www.orthodb.org/v10?query=652at3041	ATP-dependent RNA helicase DDX1
676at3041	Complete	XP_005850785.1	1040.3	799	https://www.orthodb.org/v10?query=676at3041	FACT complex subunit SPT16
681at3041	Complete	XP_005843596.1	651.9	400	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
697at3041	Complete	XP_005851036.1	840.6	643	https://www.orthodb.org/v10?query=697at3041	Beta-galactosidase
714at3041	Complete	XP_005847702.1	403.3	435	https://www.orthodb.org/v10?query=714at3041	predicted protein
721at3041	Complete	XP_005846008.1	841.8	387	https://www.orthodb.org/v10?query=721at3041	NADH dehydrogenase 
727at3041	Complete	XP_005844013.1	717.3	652	https://www.orthodb.org/v10?query=727at3041	P-loop containing nucleoside triphosphate hydrolase protein
731at3041	Complete	XP_005850566.1	931.8	541	https://www.orthodb.org/v10?query=731at3041	Glycyl-tRNA synthetase
733at3041	Complete	XP_005846285.1	742.5	397	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
743at3041	Complete	XP_005850465.1	794.9	542	https://www.orthodb.org/v10?query=743at3041	subunit of mRNA cleavage and polyadenylation specificity factor
761at3041	Complete	XP_005845135.1	674.4	446	https://www.orthodb.org/v10?query=761at3041	arginyl-tRNA synthetase
763at3041	Complete	XP_005844329.1	940.3	593	https://www.orthodb.org/v10?query=763at3041	3-hydroxyacyl-CoA dehydrogenase
766at3041	Complete	XP_005847775.1	555.1	443	https://www.orthodb.org/v10?query=766at3041	Kinesin-like protein
767at3041	Complete	XP_005849396.1	801.0	695	https://www.orthodb.org/v10?query=767at3041	Importin 7
768at3041	Complete	XP_005851895.1	664.4	362	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
769at3041	Complete	XP_005844479.1	843.4	510	https://www.orthodb.org/v10?query=769at3041	long-chain acyl-CoA synthetase 7
776at3041	Complete	XP_005846741.1	1120.5	1005	https://www.orthodb.org/v10?query=776at3041	Structural maintenance of chromosomes protein
779at3041	Complete	XP_005844252.1	832.6	477	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
781at3041	Complete	XP_005846743.1	872.6	485	https://www.orthodb.org/v10?query=781at3041	Nitrite/Sulfite reductase ferredoxin-like domain
782at3041	Complete	XP_005843618.1	635.7	424	https://www.orthodb.org/v10?query=782at3041	Putative inactive serine/threonine-protein kinase scy1
784at3041	Complete	XP_005851440.1	724.7	357	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
796at3041	Complete	XP_005848197.1	855.4	911	https://www.orthodb.org/v10?query=796at3041	S1 domain
799at3041	Complete	XP_005845488.1	703.3	610	https://www.orthodb.org/v10?query=799at3041	component of oligomeric golgi complex 5
803at3041	Fragmented	XP_005848467.1	221.2	108	https://www.orthodb.org/v10?query=803at3041	Phenylalanyl-tRNA synthetase alphachain
810at3041	Complete	XP_005849069.1	682.1	404	https://www.orthodb.org/v10?query=810at3041	Cytochrome P450
812at3041	Complete	XP_005847337.1	846.8	452	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
815at3041	Complete	XP_005849803.1	871.7	668	https://www.orthodb.org/v10?query=815at3041	pantothenate kinase
818at3041	Complete	XP_005843239.1	553.9	311	https://www.orthodb.org/v10?query=818at3041	Coatomer subunit delta
820at3041	Complete	XP_005845011.1	786.2	488	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
830at3041	Complete	XP_005846967.1	582.7	325	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
832at3041	Complete	XP_005846943.1	569.1	358	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
863at3041	Complete	XP_005844387.1	672.0	747	https://www.orthodb.org/v10?query=863at3041	chloroplast envelope anion channel-forming Tic110 family
872at3041	Complete	XP_005848715.1	815.0	461	https://www.orthodb.org/v10?query=872at3041	GroEL-like apical domain superfamily
878at3041	Complete	XP_005848466.1	811.1	456	https://www.orthodb.org/v10?query=878at3041	GMP synthase 
879at3041	Complete	XP_005846754.1	791.5	438	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	XP_005846379.1	628.0	413	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Complete	XP_005846010.1	789.2	518	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
890at3041	Complete	XP_005851059.1	527.5	409	https://www.orthodb.org/v10?query=890at3041	RBR-type E3 ubiquitin transferase
891at3041	Complete	XP_005846110.1	665.6	367	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	XP_005852172.1	737.9	419	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Complete	XP_005844162.1	893.6	481	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	XP_005851963.1	759.3	479	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	XP_005847045.1	681.1	373	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Complete	XP_005847778.1	168.9	156	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Complete	XP_005843353.1	804.4	406	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
926at3041	Complete	XP_005844698.1	700.0	671	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	XP_005843270.1	886.6	543	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Complete	XP_005849940.1	901.6	574	https://www.orthodb.org/v10?query=930at3041	predicted protein
943at3041	Complete	XP_005843266.1	686.6	431	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
948at3041	Complete	XP_005850548.1	651.2	405	https://www.orthodb.org/v10?query=948at3041	tRNA-splicing ligase RtcB homolog
957at3041	Complete	XP_005851332.1	792.6	449	https://www.orthodb.org/v10?query=957at3041	Imidazole glycerol phosphate synthase hisHF
963at3041	Complete	XP_005845340.1	505.4	375	https://www.orthodb.org/v10?query=963at3041	ATPase, V1 complex, subunit H, C-terminal
965at3041	Complete	XP_005846866.1	831.6	604	https://www.orthodb.org/v10?query=965at3041	Heat shock protein 70
969at3041	Complete	XP_005850140.1	777.3	461	https://www.orthodb.org/v10?query=969at3041	GroEL-like apical domain superfamily
988at3041	Complete	XP_005843657.1	529.2	398	https://www.orthodb.org/v10?query=988at3041	Spliceosome component, nuclear pre-mRNA splicing factor
992at3041	Complete	XP_005850000.1	769.2	354	https://www.orthodb.org/v10?query=992at3041	ATPase, AAA-type, conserved site
1005at3041	Complete	XP_005845301.1	317.1	301	https://www.orthodb.org/v10?query=1005at3041	Cysteinyl-tRNA synthetase
1027at3041	Missing
1029at3041	Complete	XP_005847703.1	681.6	354	https://www.orthodb.org/v10?query=1029at3041	Argininosuccinate synthase
1032at3041	Complete	XP_005851759.1	597.1	302	https://www.orthodb.org/v10?query=1032at3041	Pre-mRNA-splicing factor CDC5/CEF1
1047at3041	Complete	XP_005844476.1	549.1	325	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1056at3041	Fragmented	XP_005849873.1	219.3	139	https://www.orthodb.org/v10?query=1056at3041	6-phosphogluconate dehydrogenase, decarboxylating
1057at3041	Complete	XP_005851401.1	578.5	360	https://www.orthodb.org/v10?query=1057at3041	Amidophosphoribosyltransferase
1071at3041	Complete	XP_005843919.1	770.9	388	https://www.orthodb.org/v10?query=1071at3041	glutamate-1-semialdehyde 2,1-aminomutase
1072at3041	Complete	XP_005844652.1	592.9	375	https://www.orthodb.org/v10?query=1072at3041	Eukaryotic translation initiation factor 3 subunit E
1080at3041	Complete	XP_005850396.1	862.5	452	https://www.orthodb.org/v10?query=1080at3041	membrane AAA-metalloprotease
1084at3041	Complete	XP_005845516.1	560.7	286	https://www.orthodb.org/v10?query=1084at3041	Glycogen synthase kinase 3
1089at3041	Fragmented	XP_005847130.1	528.8	280	https://www.orthodb.org/v10?query=1089at3041	Non-discriminatory gln-glu-trna synthetase
1090at3041	Missing
1093at3041	Fragmented	XP_005849515.1	54.0	129	https://www.orthodb.org/v10?query=1093at3041	Cleft lip and palate transmembrane protein 1
1094at3041	Complete	XP_005842638.1	247.2	252	https://www.orthodb.org/v10?query=1094at3041	Protein ROOT HAIR DEFECTIVE 3 homolog
1103at3041	Complete	XP_005847625.1	795.6	394	https://www.orthodb.org/v10?query=1103at3041	ATPase, AAA-type, conserved site
1108at3041	Complete	XP_005851716.1	678.7	328	https://www.orthodb.org/v10?query=1108at3041	Eukaryotic initiation factor
1116at3041	Complete	XP_005848561.1	355.5	428	https://www.orthodb.org/v10?query=1116at3041	p-loop containing nucleoside triphosphate hydrolase
1128at3041	Complete	XP_005843513.1	349.5	291	https://www.orthodb.org/v10?query=1128at3041	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
1133at3041	Complete	XP_005851597.1	830.1	699	https://www.orthodb.org/v10?query=1133at3041	WD40-repeat-containing domain
1139at3041	Complete	XP_005849733.1	845.1	526	https://www.orthodb.org/v10?query=1139at3041	RNA helicase
1142at3041	Fragmented	XP_005846807.1	126.2	70	https://www.orthodb.org/v10?query=1142at3041	Pyridoxal phosphate-dependent transferase
1143at3041	Complete	XP_005847083.1	756.2	419	https://www.orthodb.org/v10?query=1143at3041	Prolyl-tRNA synthetase
1148at3041	Complete	XP_005845171.1	739.6	344	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Fragmented	XP_005849404.1	478.4	230	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1170at3041	Complete	XP_005852049.1	662.8	380	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Missing
1183at3041	Complete	XP_005846373.1	780.2	504	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	XP_005850261.1	474.4	491	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	XP_005848359.1	818.3	395	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	XP_005851510.1	572.8	465	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	XP_005844342.1	852.3	523	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Complete	XP_005849570.1	620.7	320	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	XP_005849892.1	627.1	457	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	XP_005846508.1	642.5	420	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Complete	XP_005846249.1	951.3	698	https://www.orthodb.org/v10?query=1235at3041	WD40-repeat-containing domain
1240at3041	Complete	XP_005843630.1	872.1	644	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	XP_005843954.1	644.0	316	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	XP_005844488.1	1004.1	657	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	XP_005846403.1	690.4	397	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Complete	XP_005848947.1	545.1	351	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	XP_005846168.1	526.5	353	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	XP_005843581.1	823.4	767	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Complete	XP_005844104.1	879.9	704	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Complete	XP_005850168.1	385.3	265	https://www.orthodb.org/v10?query=1271at3041	GTP binding protein
1278at3041	Complete	XP_005846580.1	579.9	343	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Complete	XP_005847551.1	488.0	411	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1282at3041	Complete	XP_005844785.1	605.2	311	https://www.orthodb.org/v10?query=1282at3041	Mitogen-activated protein kinase
1301at3041	Complete	XP_005852230.1	722.4	515	https://www.orthodb.org/v10?query=1301at3041	pre-mRNA-splicing ATP-dependent RNA helicase
1303at3041	Complete	XP_005849136.1	656.7	405	https://www.orthodb.org/v10?query=1303at3041	4-alpha-glucanotransferase
1304at3041	Complete	XP_005847609.1	696.1	474	https://www.orthodb.org/v10?query=1304at3041	Aspartyl-tRNA synthetase
1305at3041	Complete	XP_005843038.1	682.4	518	https://www.orthodb.org/v10?query=1305at3041	component of oligomeric golgi complex 6
1316at3041	Missing
1320at3041	Complete	XP_005844806.1	612.7	368	https://www.orthodb.org/v10?query=1320at3041	Glutamate--cysteine ligase
1327at3041	Fragmented	XP_005848731.1	118.5	111	https://www.orthodb.org/v10?query=1327at3041	protein of endonuclease / exonuclease / phosphatase family
1341at3041	Complete	XP_005848975.1	513.0	336	https://www.orthodb.org/v10?query=1341at3041	Signal recognition particle receptor subunit alpha
1343at3041	Complete	XP_005843214.1	533.3	363	https://www.orthodb.org/v10?query=1343at3041	Protein kinase
1348at3041	Complete	XP_005844407.1	751.9	401	https://www.orthodb.org/v10?query=1348at3041	Argininosuccinate lyase
1350at3041	Complete	XP_005850664.1	997.9	665	https://www.orthodb.org/v10?query=1350at3041	Methylthioribose-1-phosphate isomerase
1364at3041	Complete	XP_005848281.1	527.9	345	https://www.orthodb.org/v10?query=1364at3041	Tyrosine--tRNA ligase
1366at3041	Complete	XP_005850874.1	358.9	383	https://www.orthodb.org/v10?query=1366at3041	Cell division cycle protein 45
1379at3041	Complete	XP_005847253.1	528.4	335	https://www.orthodb.org/v10?query=1379at3041	ATPase, AAA-type, conserved site
1385at3041	Complete	XP_005844157.1	566.2	426	https://www.orthodb.org/v10?query=1385at3041	Pre-mRNA-processing factor SLU7
1391at3041	Complete	XP_005847344.1	776.9	505	https://www.orthodb.org/v10?query=1391at3041	Creatinase, N-terminal
1410at3041	Missing
1418at3041	Complete	XP_005848528.1	707.7	469	https://www.orthodb.org/v10?query=1418at3041	UDP-N-acetylglucosamine-pyrophosphorylase
1422at3041	Complete	XP_005850636.1	687.7	444	https://www.orthodb.org/v10?query=1422at3041	Quinolinate synthetase A
1428at3041	Complete	XP_005844153.1	544.0	361	https://www.orthodb.org/v10?query=1428at3041	Cytochrome P450
1434at3041	Missing
1445at3041	Complete	XP_005849153.1	924.4	873	https://www.orthodb.org/v10?query=1445at3041	Condensin complex subunit 1
1459at3041	Complete	XP_005847896.1	627.3	409	https://www.orthodb.org/v10?query=1459at3041	Lysine--tRNA ligase
1462at3041	Complete	XP_005846636.1	809.7	525	https://www.orthodb.org/v10?query=1462at3041	DEAH-box nuclear pre-mRNA splicing factor
1475at3041	Missing
1476at3041	Complete	XP_005848173.1	572.3	311	https://www.orthodb.org/v10?query=1476at3041	Nop domain
1477at3041	Complete	XP_005843472.1	553.9	320	https://www.orthodb.org/v10?query=1477at3041	predicted protein
1479at3041	Complete	XP_005843856.1	411.6	260	https://www.orthodb.org/v10?query=1479at3041	Kinesin-like protein
1490at3041	Complete	XP_005844122.1	595.4	361	https://www.orthodb.org/v10?query=1490at3041	WD40-repeat-containing domain
1503at3041	Complete	XP_005849861.1	379.6	286	https://www.orthodb.org/v10?query=1503at3041	Dehydroquinate dehydratase
1504at3041	Complete	XP_005843478.1	671.7	414	https://www.orthodb.org/v10?query=1504at3041	Cryptochrome/DNA photolyase, FAD-binding domain
1511at3041	Complete	XP_005846488.1	739.9	423	https://www.orthodb.org/v10?query=1511at3041	Sterol 14 desaturase
1512at3041	Complete	XP_005846623.1	558.8	310	https://www.orthodb.org/v10?query=1512at3041	Ferrochelatase
1514at3041	Complete	XP_005844973.1	468.5	291	https://www.orthodb.org/v10?query=1514at3041	V-type proton ATPase subunit
1518at3041	Complete	XP_005846786.1	597.8	306	https://www.orthodb.org/v10?query=1518at3041	ATPase, AAA-type, conserved site
1529at3041	Complete	XP_005845858.1	693.6	409	https://www.orthodb.org/v10?query=1529at3041	Anthranilate synthase component I
1532at3041	Complete	XP_005848263.1	701.1	363	https://www.orthodb.org/v10?query=1532at3041	Non-specific serine/threonine protein kinase
1535at3041	Complete	XP_005847170.1	437.0	277	https://www.orthodb.org/v10?query=1535at3041	WD40-repeat-containing domain
1537at3041	Complete	XP_005848449.1	649.7	367	https://www.orthodb.org/v10?query=1537at3041	Adenylosuccinate synthetase, chloroplastic
1541at3041	Complete	XP_005848544.1	657.3	392	https://www.orthodb.org/v10?query=1541at3041	Bifunctional dihydrofolate reductase-thymidylate synthase
1553at3041	Duplicated	XP_005850786.1	194.6	326	https://www.orthodb.org/v10?query=1553at3041	AP-2 complex subunit mu
1553at3041	Duplicated	XP_005847723.1	182.2	319	https://www.orthodb.org/v10?query=1553at3041	AP-2 complex subunit mu
1569at3041	Complete	XP_005849833.1	670.9	339	https://www.orthodb.org/v10?query=1569at3041	26S proteasome regulatory subunit
1570at3041	Complete	XP_005844188.1	866.7	612	https://www.orthodb.org/v10?query=1570at3041	AP-2 complex subunit alpha
