# BUSCO version is: 5.3.2 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
155at3041	Complete	scaffold3.g6383.t1	1028.4	635	https://www.orthodb.org/v10?query=155at3041	Serine/threonine-protein phosphatase
171at3041	Fragmented	scaffold6.g2857.t1	877.9	499	https://www.orthodb.org/v10?query=171at3041	ATPase, AAA-type, conserved site
175at3041	Complete	scaffold7.g3498.t1	930.2	704	https://www.orthodb.org/v10?query=175at3041	Histone acetyltransferase
179at3041	Complete	scaffold13.g224.t1	927.6	597	https://www.orthodb.org/v10?query=179at3041	Glycoside hydrolase family 31 protein
187at3041	Complete	scaffold1.g5889.t1	1298.8	708	https://www.orthodb.org/v10?query=187at3041	Ribonucleoside-diphosphate reductase
207at3041	Complete	scaffold20.g7682.t1	1061.4	688	https://www.orthodb.org/v10?query=207at3041	Coatomer subunit gamma
211at3041	Complete	scaffold3.g6196.t1	958.9	670	https://www.orthodb.org/v10?query=211at3041	DNA polymerase
222at3041	Complete	scaffold1.g5702.t1	839.2	770	https://www.orthodb.org/v10?query=222at3041	WD40-repeat-containing domain
226at3041	Complete	scaffold22.g6103.t1	983.1	716	https://www.orthodb.org/v10?query=226at3041	Glycine-tRNA ligase, alpha subunit
228at3041	Complete	scaffold14.g1205.t1	579.5	599	https://www.orthodb.org/v10?query=228at3041	Translational activator GCN1
230at3041	Complete	scaffold11.g4074.t1	1070.3	761	https://www.orthodb.org/v10?query=230at3041	Leucyl-tRNA synthetase
231at3041	Complete	scaffold8.g1616.t1	1035.5	581	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
235at3041	Complete	scaffold19.g1781.t1	714.7	960	https://www.orthodb.org/v10?query=235at3041	predicted protein
239at3041	Complete	scaffold7.g3687.t1	783.2	658	https://www.orthodb.org/v10?query=239at3041	WD40-repeat-containing domain
246at3041	Complete	scaffold11.g3831.t1	1025.9	834	https://www.orthodb.org/v10?query=246at3041	UV-damaged DNA binding complex subunit 1 protein
251at3041	Complete	scaffold2.g6846.t1	732.2	680	https://www.orthodb.org/v10?query=251at3041	Importin subunit beta-1
256at3041	Complete	scaffold14.g1225.t1	965.5	753	https://www.orthodb.org/v10?query=256at3041	SMCs flexible hinge
263at3041	Complete	scaffold21.g2075.t1	1187.0	717	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
290at3041	Complete	scaffold7.g3429.t1	861.0	596	https://www.orthodb.org/v10?query=290at3041	RNA cytidine acetyltransferase
294at3041	Complete	scaffold3.g6255.t1	855.5	510	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Complete	scaffold29.g5946.t1	829.1	546	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Complete	scaffold16.g106.t1	931.5	696	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Complete	scaffold4.g4810.t1	772.3	779	https://www.orthodb.org/v10?query=322at3041	Ribosome biogenesis protein BMS1
324at3041	Complete	scaffold3.g6228.t1	923.7	595	https://www.orthodb.org/v10?query=324at3041	ATP-dependent helicase, C-terminal
336at3041	Complete	scaffold9.g3014.t1	677.0	438	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Complete	scaffold17.g458.t1	1139.7	577	https://www.orthodb.org/v10?query=345at3041	Membrane AAA-metalloprotease
346at3041	Complete	scaffold1.g5387.t1	858.9	1022	https://www.orthodb.org/v10?query=346at3041	SMCs flexible hinge
363at3041	Complete	scaffold1.g5339.t1	1145.3	710	https://www.orthodb.org/v10?query=363at3041	Leucyl-tRNA synthetase
366at3041	Complete	scaffold21.g2122.t1	559.2	405	https://www.orthodb.org/v10?query=366at3041	predicted protein
381at3041	Complete	scaffold4.g4651.t1	878.9	565	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Complete	scaffold2.g7363.t1	1006.5	608	https://www.orthodb.org/v10?query=388at3041	dynamin-related GTPase
391at3041	Complete	scaffold4.g4836.t1	592.8	445	https://www.orthodb.org/v10?query=391at3041	transcription-coupled DNA repair protein
406at3041	Complete	scaffold6.g2496.t1	968.5	577	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	scaffold20.g7619.t1	878.3	486	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Complete	scaffold20.g7769.t1	612.3	427	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
416at3041	Complete	scaffold1.g5265.t1	687.7	389	https://www.orthodb.org/v10?query=416at3041	AMP deaminase
417at3041	Complete	scaffold12.g8169.t1	790.5	695	https://www.orthodb.org/v10?query=417at3041	transportin
424at3041	Complete	scaffold2.g6808.t1	1077.8	877	https://www.orthodb.org/v10?query=424at3041	DNA polymerase
425at3041	Duplicated	scaffold22.g6055.t1	247.4	319	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	scaffold8.g1445.t1	227.1	449	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Complete	scaffold15.g4201.t1	834.7	539	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Duplicated	scaffold13.g181.t1	506.7	441	https://www.orthodb.org/v10?query=433at3041	DNA ligase
433at3041	Duplicated	scaffold16.g107.t1	439.3	511	https://www.orthodb.org/v10?query=433at3041	DNA ligase
439at3041	Complete	scaffold18.g2018.t1	1166.4	998	https://www.orthodb.org/v10?query=439at3041	SMCs flexible hinge
440at3041	Fragmented	scaffold26.g3368.t1	489.3	455	https://www.orthodb.org/v10?query=440at3041	Importin beta
443at3041	Complete	scaffold3.g6491.t1	402.0	419	https://www.orthodb.org/v10?query=443at3041	set domain protein
477at3041	Complete	scaffold7.g3557.t1	709.8	519	https://www.orthodb.org/v10?query=477at3041	predicted protein
495at3041	Complete	scaffold8.g1425.t1	868.8	592	https://www.orthodb.org/v10?query=495at3041	Pre-mRNA-processing factor 6
505at3041	Complete	scaffold12.g8165.t1	1015.0	539	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Complete	scaffold5.g783.t1	696.1	455	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
522at3041	Complete	scaffold8.g1612.t1	802.7	685	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
524at3041	Complete	scaffold15.g4298.t1	640.2	506	https://www.orthodb.org/v10?query=524at3041	Sec1-like protein
534at3041	Complete	scaffold3.g6392.t1	562.9	327	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
550at3041	Complete	scaffold2.g7132.t1	802.5	486	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	scaffold11.g3911.t1	984.9	516	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Complete	scaffold15.g4301.t1	828.8	672	https://www.orthodb.org/v10?query=570at3041	26S proteasome non-ATPase regulatory subunit 1 homolog
581at3041	Complete	scaffold1.g5487.t1	822.0	423	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Complete	scaffold21.g2133.t1	878.1	735	https://www.orthodb.org/v10?query=587at3041	cellular apoptosis susceptibility protein
593at3041	Complete	scaffold18.g1983.t1	360.3	309	https://www.orthodb.org/v10?query=593at3041	predicted protein
594at3041	Complete	scaffold1.g5260.t1	897.5	561	https://www.orthodb.org/v10?query=594at3041	Peptidase S8/S53 domain
599at3041	Complete	scaffold3.g6320.t1	627.3	410	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
617at3041	Duplicated	scaffold2.g6905.t1	747.9	487	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
617at3041	Duplicated	scaffold6.g2538.t1	690.8	480	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
619at3041	Complete	scaffold11.g4032.t1	638.8	482	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Complete	scaffold14.g1352.t1	549.7	450	https://www.orthodb.org/v10?query=629at3041	chloroplast envelope protein translocase family
633at3041	Complete	scaffold1.g5763.t1	703.5	452	https://www.orthodb.org/v10?query=633at3041	AP-1 complex subunit gamma
635at3041	Complete	scaffold13.g292.t1	191.6	105	https://www.orthodb.org/v10?query=635at3041	DNA-directed RNA polymerase
639at3041	Complete	scaffold21.g2069.t1	668.0	470	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Complete	scaffold14.g1313.t1	698.9	599	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Complete	scaffold9.g3148.t1	604.1	482	https://www.orthodb.org/v10?query=652at3041	ATP-dependent RNA helicase DDX1
676at3041	Complete	scaffold3.g6160.t1	1048.9	759	https://www.orthodb.org/v10?query=676at3041	FACT complex subunit SPT16
681at3041	Complete	scaffold2.g6801.t1	601.8	410	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
697at3041	Complete	scaffold6.g2901.t1	777.1	619	https://www.orthodb.org/v10?query=697at3041	Beta-galactosidase
714at3041	Complete	scaffold12.g8099.t1	930.9	918	https://www.orthodb.org/v10?query=714at3041	predicted protein
721at3041	Complete	scaffold10.g2363.t1	776.4	369	https://www.orthodb.org/v10?query=721at3041	NADH dehydrogenase 
727at3041	Complete	scaffold13.g221.t1	958.0	820	https://www.orthodb.org/v10?query=727at3041	P-loop containing nucleoside triphosphate hydrolase protein
731at3041	Fragmented	scaffold6.g2628.t1	565.6	310	https://www.orthodb.org/v10?query=731at3041	Glycyl-tRNA synthetase
733at3041	Fragmented	scaffold3.g6318.t1	406.8	265	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
743at3041	Complete	scaffold18.g1920.t1	713.0	555	https://www.orthodb.org/v10?query=743at3041	subunit of mRNA cleavage and polyadenylation specificity factor
761at3041	Complete	scaffold6.g2749.t1	453.2	320	https://www.orthodb.org/v10?query=761at3041	arginyl-tRNA synthetase
763at3041	Complete	scaffold11.g4050.t1	282.7	239	https://www.orthodb.org/v10?query=763at3041	3-hydroxyacyl-CoA dehydrogenase
766at3041	Complete	scaffold12.g8052.t1	621.2	445	https://www.orthodb.org/v10?query=766at3041	Kinesin-like protein
767at3041	Complete	scaffold7.g3658.t1	672.5	699	https://www.orthodb.org/v10?query=767at3041	Importin 7
768at3041	Complete	scaffold11.g3958.t1	611.2	396	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
769at3041	Complete	scaffold9.g3085.t1	498.4	526	https://www.orthodb.org/v10?query=769at3041	long-chain acyl-CoA synthetase 7
776at3041	Missing
779at3041	Complete	scaffold27.g5970.t1	830.5	521	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
781at3041	Missing
782at3041	Complete	scaffold6.g2497.t1	539.4	402	https://www.orthodb.org/v10?query=782at3041	Putative inactive serine/threonine-protein kinase scy1
784at3041	Complete	scaffold1.g5341.t1	588.9	332	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
796at3041	Complete	scaffold19.g1742.t1	953.6	1207	https://www.orthodb.org/v10?query=796at3041	S1 domain
799at3041	Complete	scaffold3.g6562.t1	585.8	609	https://www.orthodb.org/v10?query=799at3041	component of oligomeric golgi complex 5
803at3041	Complete	scaffold28.g7574.t1	649.6	400	https://www.orthodb.org/v10?query=803at3041	Phenylalanyl-tRNA synthetase alphachain
810at3041	Duplicated	scaffold7.g3484.t1	453.5	369	https://www.orthodb.org/v10?query=810at3041	Cytochrome P450
810at3041	Duplicated	scaffold9.g3071.t1	394.3	399	https://www.orthodb.org/v10?query=810at3041	Cytochrome P450
812at3041	Complete	scaffold4.g4899.t1	808.1	458	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
815at3041	Complete	scaffold4.g4570.t1	817.3	537	https://www.orthodb.org/v10?query=815at3041	pantothenate kinase
818at3041	Complete	scaffold17.g485.t1	608.3	391	https://www.orthodb.org/v10?query=818at3041	Coatomer subunit delta
820at3041	Complete	scaffold40.g5167.t1	777.7	479	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
830at3041	Complete	scaffold20.g7667.t1	586.0	349	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
832at3041	Complete	scaffold21.g2070.t1	777.8	399	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
863at3041	Missing
872at3041	Complete	scaffold14.g1131.t1	693.9	487	https://www.orthodb.org/v10?query=872at3041	GroEL-like apical domain superfamily
878at3041	Complete	scaffold2.g7387.t1	608.5	395	https://www.orthodb.org/v10?query=878at3041	GMP synthase 
879at3041	Complete	scaffold1.g5550.t1	708.0	422	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	scaffold3.g6176.t1	556.0	452	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Missing
890at3041	Missing
891at3041	Complete	scaffold10.g2312.t1	526.0	300	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	scaffold27.g5995.t1	661.8	390	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Complete	scaffold2.g7532.t1	874.2	481	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	scaffold11.g3866.t1	786.9	447	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	scaffold4.g4823.t1	663.4	370	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Complete	scaffold12.g8039.t1	434.5	443	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Complete	scaffold13.g189.t1	729.5	406	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
926at3041	Complete	scaffold15.g4372.t1	645.3	640	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	scaffold17.g500.t1	881.9	574	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Complete	scaffold5.g799.t1	494.6	353	https://www.orthodb.org/v10?query=930at3041	predicted protein
943at3041	Complete	scaffold18.g1944.t1	223.4	359	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
948at3041	Complete	scaffold8.g1451.t1	545.9	392	https://www.orthodb.org/v10?query=948at3041	tRNA-splicing ligase RtcB homolog
957at3041	Complete	scaffold1.g5762.t1	774.7	449	https://www.orthodb.org/v10?query=957at3041	Imidazole glycerol phosphate synthase hisHF
963at3041	Complete	scaffold3.g6497.t1	472.8	369	https://www.orthodb.org/v10?query=963at3041	ATPase, V1 complex, subunit H, C-terminal
965at3041	Complete	scaffold21.g2220.t1	704.7	596	https://www.orthodb.org/v10?query=965at3041	Heat shock protein 70
969at3041	Complete	scaffold18.g1971.t1	757.6	461	https://www.orthodb.org/v10?query=969at3041	GroEL-like apical domain superfamily
988at3041	Complete	scaffold12.g8229.t1	386.7	340	https://www.orthodb.org/v10?query=988at3041	Spliceosome component, nuclear pre-mRNA splicing factor
992at3041	Missing
1005at3041	Complete	scaffold12.g8002.t1	580.5	483	https://www.orthodb.org/v10?query=1005at3041	Cysteinyl-tRNA synthetase
1027at3041	Complete	scaffold3.g6299.t1	637.0	522	https://www.orthodb.org/v10?query=1027at3041	Phosphatidylinositol 3-kinase
1029at3041	Complete	scaffold12.g7970.t1	655.7	368	https://www.orthodb.org/v10?query=1029at3041	Argininosuccinate synthase
1032at3041	Complete	scaffold9.g3055.t1	588.1	491	https://www.orthodb.org/v10?query=1032at3041	Pre-mRNA-splicing factor CDC5/CEF1
1047at3041	Complete	scaffold2.g7199.t1	545.3	328	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1056at3041	Complete	scaffold5.g722.t1	658.6	412	https://www.orthodb.org/v10?query=1056at3041	6-phosphogluconate dehydrogenase, decarboxylating
1057at3041	Complete	scaffold1.g5217.t1	625.6	365	https://www.orthodb.org/v10?query=1057at3041	Amidophosphoribosyltransferase
1071at3041	Complete	scaffold25.g5132.t1	749.4	388	https://www.orthodb.org/v10?query=1071at3041	glutamate-1-semialdehyde 2,1-aminomutase
1072at3041	Complete	scaffold13.g418.t1	442.3	352	https://www.orthodb.org/v10?query=1072at3041	Eukaryotic translation initiation factor 3 subunit E
1080at3041	Complete	scaffold6.g2593.t1	770.6	441	https://www.orthodb.org/v10?query=1080at3041	membrane AAA-metalloprotease
1084at3041	Complete	scaffold2.g7025.t1	513.8	281	https://www.orthodb.org/v10?query=1084at3041	Glycogen synthase kinase 3
1089at3041	Complete	scaffold21.g2126.t1	577.5	371	https://www.orthodb.org/v10?query=1089at3041	Non-discriminatory gln-glu-trna synthetase
1090at3041	Complete	scaffold8.g1483.t1	269.4	215	https://www.orthodb.org/v10?query=1090at3041	COP9 signalosome complex subunit 2
1093at3041	Complete	scaffold4.g4806.t1	384.0	304	https://www.orthodb.org/v10?query=1093at3041	Cleft lip and palate transmembrane protein 1
1094at3041	Complete	scaffold6.g2604.t1	685.3	559	https://www.orthodb.org/v10?query=1094at3041	Protein ROOT HAIR DEFECTIVE 3 homolog
1103at3041	Missing
1108at3041	Complete	scaffold9.g3123.t1	650.3	325	https://www.orthodb.org/v10?query=1108at3041	Eukaryotic initiation factor
1116at3041	Complete	scaffold15.g4223.t1	322.0	307	https://www.orthodb.org/v10?query=1116at3041	p-loop containing nucleoside triphosphate hydrolase
1128at3041	Complete	scaffold2.g6803.t1	605.9	428	https://www.orthodb.org/v10?query=1128at3041	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
1133at3041	Complete	scaffold1.g5598.t1	861.2	714	https://www.orthodb.org/v10?query=1133at3041	WD40-repeat-containing domain
1139at3041	Missing
1142at3041	Complete	scaffold29.g5951.t1	481.4	320	https://www.orthodb.org/v10?query=1142at3041	Pyridoxal phosphate-dependent transferase
1143at3041	Missing
1148at3041	Complete	scaffold6.g2507.t1	739.8	344	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Complete	scaffold7.g3715.t1	595.0	379	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1170at3041	Complete	scaffold9.g3183.t1	424.3	289	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Complete	scaffold21.g2078.t1	652.7	374	https://www.orthodb.org/v10?query=1176at3041	Nuclear/nucleolar GTPase 2
1183at3041	Complete	scaffold3.g6224.t1	650.8	511	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	scaffold22.g6127.t1	439.4	450	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	scaffold23.g4129.t1	632.3	335	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	scaffold1.g5454.t1	513.5	493	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	scaffold1.g5403.t1	703.1	527	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Fragmented	scaffold5.g957.t1	516.1	261	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	scaffold5.g863.t1	391.6	358	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	scaffold3.g6268.t1	617.8	427	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Complete	scaffold3.g6380.t1	938.1	684	https://www.orthodb.org/v10?query=1235at3041	WD40-repeat-containing domain
1240at3041	Complete	scaffold19.g1793.t1	787.3	645	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	scaffold11.g4023.t1	521.0	317	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	scaffold13.g317.t1	907.7	634	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	scaffold3.g6589.t1	512.7	361	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Fragmented	scaffold14.g1181.t1	267.4	194	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	scaffold10.g2372.t1	641.0	534	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	scaffold2.g6872.t1	694.8	583	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Complete	scaffold13.g283.t1	965.5	823	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Missing
1278at3041	Complete	scaffold1.g5682.t1	559.8	341	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Complete	scaffold12.g7936.t1	461.6	445	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1282at3041	Complete	scaffold2.g7169.t1	489.5	268	https://www.orthodb.org/v10?query=1282at3041	Mitogen-activated protein kinase
1301at3041	Complete	scaffold11.g3990.t1	647.7	492	https://www.orthodb.org/v10?query=1301at3041	pre-mRNA-splicing ATP-dependent RNA helicase
1303at3041	Complete	scaffold7.g3420.t1	557.8	404	https://www.orthodb.org/v10?query=1303at3041	4-alpha-glucanotransferase
1304at3041	Complete	scaffold12.g8037.t1	615.1	474	https://www.orthodb.org/v10?query=1304at3041	Aspartyl-tRNA synthetase
1305at3041	Complete	scaffold1.g5804.t1	608.4	530	https://www.orthodb.org/v10?query=1305at3041	component of oligomeric golgi complex 6
1316at3041	Complete	scaffold3.g6351.t1	435.0	350	https://www.orthodb.org/v10?query=1316at3041	Component of oligomeric golgi complex 8
1320at3041	Complete	scaffold2.g7182.t1	398.2	308	https://www.orthodb.org/v10?query=1320at3041	Glutamate--cysteine ligase
1327at3041	Complete	scaffold14.g1164.t1	603.9	440	https://www.orthodb.org/v10?query=1327at3041	protein of endonuclease / exonuclease / phosphatase family
1341at3041	Complete	scaffold14.g1077.t1	470.8	341	https://www.orthodb.org/v10?query=1341at3041	Signal recognition particle receptor subunit alpha
1343at3041	Complete	scaffold2.g7082.t1	335.4	279	https://www.orthodb.org/v10?query=1343at3041	Protein kinase
1348at3041	Complete	scaffold27.g5996.t1	732.7	395	https://www.orthodb.org/v10?query=1348at3041	Argininosuccinate lyase
1350at3041	Complete	scaffold6.g2733.t1	813.3	635	https://www.orthodb.org/v10?query=1350at3041	Methylthioribose-1-phosphate isomerase
1364at3041	Complete	scaffold2.g7384.t1	447.6	306	https://www.orthodb.org/v10?query=1364at3041	Tyrosine--tRNA ligase
1366at3041	Complete	scaffold1.g5728.t1	224.1	299	https://www.orthodb.org/v10?query=1366at3041	Cell division cycle protein 45
1379at3041	Complete	scaffold2.g6851.t1	545.8	359	https://www.orthodb.org/v10?query=1379at3041	ATPase, AAA-type, conserved site
1385at3041	Complete	scaffold2.g7525.t1	535.7	414	https://www.orthodb.org/v10?query=1385at3041	Pre-mRNA-processing factor SLU7
1391at3041	Complete	scaffold4.g4931.t1	707.8	509	https://www.orthodb.org/v10?query=1391at3041	Creatinase, N-terminal
1410at3041	Complete	scaffold11.g3922.t1	373.0	358	https://www.orthodb.org/v10?query=1410at3041	Chloroplast outer envelope protein
1418at3041	Complete	scaffold15.g4285.t1	522.0	426	https://www.orthodb.org/v10?query=1418at3041	UDP-N-acetylglucosamine-pyrophosphorylase
1422at3041	Complete	scaffold8.g1402.t1	429.0	369	https://www.orthodb.org/v10?query=1422at3041	Quinolinate synthetase A
1428at3041	Complete	scaffold2.g7491.t1	500.8	355	https://www.orthodb.org/v10?query=1428at3041	Cytochrome P450
1434at3041	Complete	scaffold25.g5130.t1	386.9	356	https://www.orthodb.org/v10?query=1434at3041	NAD(P)-binding domain
1445at3041	Complete	scaffold7.g3643.t1	775.7	856	https://www.orthodb.org/v10?query=1445at3041	Condensin complex subunit 1
1459at3041	Complete	scaffold20.g7861.t1	570.4	407	https://www.orthodb.org/v10?query=1459at3041	Lysine--tRNA ligase
1462at3041	Complete	scaffold29.g5931.t1	776.2	525	https://www.orthodb.org/v10?query=1462at3041	DEAH-box nuclear pre-mRNA splicing factor
1475at3041	Complete	scaffold8.g1615.t1	590.7	438	https://www.orthodb.org/v10?query=1475at3041	WD40-repeat-containing domain
1476at3041	Missing
1477at3041	Missing
1479at3041	Complete	scaffold11.g4075.t1	390.0	239	https://www.orthodb.org/v10?query=1479at3041	Kinesin-like protein
